C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_49_814.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_49_814.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_49_814.jpg, 0, 0, 0, 7.8347E-05
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_50_551.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_50_551.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_50_551.jpg, 0, 0, 0, 7.825605E-05
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_50_647.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_50_647.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_50_647.jpg, 0, 0, 0, 7.84649E-05
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_50_749.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_50_749.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_50_749.jpg, 0, 0, 0, 7.831759E-05
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_50_850.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_50_850.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_50_850.jpg, 0, 0, 0, 7.845257E-05
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_50_951.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_50_951.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_50_951.jpg, 0, 0, 0, 7.781546E-05
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_51_059.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_51_059.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_51_059.jpg, 0, 0, 0, 7.800182E-05
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_51_159.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_51_159.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_51_159.jpg, 0, 0, 0, 7.969102E-05
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_51_267.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_51_267.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_51_267.jpg, 0, 0, 0, 7.839267E-05
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_51_368.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_51_368.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_51_368.jpg, 0, 0, 0, 7.883579E-05
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_51_472.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_51_472.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_51_472.jpg, 0, 0, 0, 7.945787E-05
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_51_575.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_51_575.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_51_575.jpg, 0, 0, 0, 8.043848E-05
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_51_679.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_51_679.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_51_679.jpg, 0, 0, 0, 7.812677E-05
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_51_783.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_51_783.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_51_783.jpg, 0, 0, 0, 7.817706E-05
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_51_883.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_51_883.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_51_883.jpg, 0, 0, 0, 7.809743E-05
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_51_989.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_51_989.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_51_989.jpg, 0, 0.2776686, 0, 0.1732795
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_52_095.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_52_095.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_52_095.jpg, 0, 0.6326379, 0, 0.781967
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_52_199.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_52_199.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_52_199.jpg, 0, 0.9292036, 0, 1.776392
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_52_303.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_52_303.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_52_303.jpg, 0, 1, 0, 2.955596
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_52_412.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_52_412.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_52_412.jpg, 0, 1, 0, 4.127549
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_52_511.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_52_511.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_52_511.jpg, 0, 1, 0, 5.292063
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_52_614.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_52_614.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_52_614.jpg, -0.3066471, 1, 0, 6.656025
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_52_717.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_52_717.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_52_717.jpg, -0.0106539, 1, 0, 7.793134
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_52_821.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_52_821.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_52_821.jpg, 0, 1, 0, 8.919868
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_52_924.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_52_924.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_52_924.jpg, 0, 1, 0, 10.03773
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_53_026.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_53_026.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_53_026.jpg, -0.1496301, 1, 0, 11.13924
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_53_127.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_53_127.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_53_127.jpg, -0.4571769, 1, 0, 12.0025
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_53_231.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_53_231.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_53_231.jpg, -0.3758886, 1, 0, 13.26356
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_53_333.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_53_333.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_53_333.jpg, -0.02806833, 1, 0, 14.50889
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_53_433.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_53_433.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_53_433.jpg, 0, 1, 0, 15.48109
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_53_535.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_53_535.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_53_535.jpg, -0.0659172, 1, 0, 16.60796
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_53_641.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_53_641.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_53_641.jpg, -0.3618558, 1, 0, 17.55862
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_53_745.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_53_745.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_53_745.jpg, -0.5179647, 1, 0, 18.46038
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_53_846.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_53_846.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_53_846.jpg, -0.219053, 1, 0, 19.50405
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_53_946.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_53_946.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_53_946.jpg, 0, 1, 0, 20.46264
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_54_051.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_54_051.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_54_051.jpg, 0, 1, 0, 21.50055
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_54_153.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_54_153.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_54_153.jpg, 0, 1, 0, 22.68139
C:\Users\Taha\Desktop\Autonomous\Data\IMG\center_2020_07_23_16_27_54_254.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\left_2020_07_23_16_27_54_254.jpg, C:\Users\Taha\Desktop\Autonomous\Data\IMG\right_2020_07_23_16_27_54_254.jpg, -0.239778, 1, 0, 23.62802
